sector_name,subsector_name,series_id,series_name,year,country_name,country_value,income_group_name,income_group_average,subregion_name,region_name,region_average
Trade and Investment,Commodity,6311,Ores and metals exports (percentage of merchandise exports),2017,Albania,5.058869,Upper Middle Income Country (World Bank Classification),9.01168653658536585365854,Balkans,Europe and Eurasia,6.73053423255813953488372
Trade and Investment,Commodity,6311,Ores and metals exports (percentage of merchandise exports),2018,Albania,2.027733,Upper Middle Income Country (World Bank Classification),9.15009707317073170731707,Balkans,Europe and Eurasia,6.40094797674418604651163
Trade and Investment,Commodity,6311,Ores and metals exports (percentage of merchandise exports),2019,Albania,3.104336,Upper Middle Income Country (World Bank Classification),9.24824085,Balkans,Europe and Eurasia,6.2559658372093023255814
Trade and Investment,Commodity,6311,Ores and metals exports (percentage of merchandise exports),2020,Albania,4.086856,Upper Middle Income Country (World Bank Classification),10.0577673157894736842105,Balkans,Europe and Eurasia,6.76002053488372093023256
Trade and Investment,Commodity,6311,Ores and metals exports (percentage of merchandise exports),2021,Albania,2.474543,Upper Middle Income Country (World Bank Classification),10.6004841052631578947368,Balkans,Europe and Eurasia,7.40043425581395348837209
Trade and Investment,Commodity,6311,Ores and metals exports (percentage of merchandise exports),2022,Albania,0.06139,Upper Middle Income Country (World Bank Classification),8.79031611538461538461538,Balkans,Europe and Eurasia,6.68681597560975609756098
Hunger and Food Security,Food Production,6325,Food exports (percentage of merchandise exports),2012,Albania,4.622735,Upper Middle Income Country (World Bank Classification),26.631777952380952380952380952381,Balkans,Europe and Eurasia,13.210214186046511627907
Hunger and Food Security,Food Production,6325,Food exports (percentage of merchandise exports),2013,Albania,4.548026,Upper Middle Income Country (World Bank Classification),26.459277536585365853658536585366,Balkans,Europe and Eurasia,14.0913596744186046511628
Hunger and Food Security,Food Production,6325,Food exports (percentage of merchandise exports),2014,Albania,3.002909,Upper Middle Income Country (World Bank Classification),33.671139880952380952380952380952,Balkans,Europe and Eurasia,14.541526
Hunger and Food Security,Food Production,6325,Food exports (percentage of merchandise exports),2015,Albania,5.643205,Upper Middle Income Country (World Bank Classification),25.8689653658536585365854,Balkans,Europe and Eurasia,14.570053186046511627907
Hunger and Food Security,Food Production,6325,Food exports (percentage of merchandise exports),2016,Albania,8.266016,Upper Middle Income Country (World Bank Classification),26.183275095238095238095238095238,Balkans,Europe and Eurasia,15.1510912093023255813953
Hunger and Food Security,Food Production,6325,Food exports (percentage of merchandise exports),2017,Albania,9.68598,Upper Middle Income Country (World Bank Classification),26.786957780487804878048780487805,Balkans,Europe and Eurasia,14.5400327441860465116279
Hunger and Food Security,Food Production,6325,Food exports (percentage of merchandise exports),2018,Albania,9.07472,Upper Middle Income Country (World Bank Classification),27.137410853658536585365853658537,Balkans,Europe and Eurasia,13.7194442325581395348837
Hunger and Food Security,Food Production,6325,Food exports (percentage of merchandise exports),2019,Albania,10.37574,Upper Middle Income Country (World Bank Classification),26.453903425,Balkans,Europe and Eurasia,14.421380186046511627907
Hunger and Food Security,Food Production,6325,Food exports (percentage of merchandise exports),2020,Albania,13.604513,Upper Middle Income Country (World Bank Classification),26.8297065,Balkans,Europe and Eurasia,15.6389506046511627906977
Hunger and Food Security,Food Production,6325,Food exports (percentage of merchandise exports),2021,Albania,10.853442,Upper Middle Income Country (World Bank Classification),26.991056026315789473684210526316,Balkans,Europe and Eurasia,14.3260357209302325581395
Hunger and Food Security,Food Production,6325,Food exports (percentage of merchandise exports),2022,Albania,8.584907,Upper Middle Income Country (World Bank Classification),25.9315010769230769230769,Balkans,Europe and Eurasia,14.1869831951219512195122
Trade and Investment,Commodity,6325,Food exports (percentage of merchandise exports),2012,Albania,4.622735,Upper Middle Income Country (World Bank Classification),26.631777952380952380952380952381,Balkans,Europe and Eurasia,13.210214186046511627907
Trade and Investment,Commodity,6325,Food exports (percentage of merchandise exports),2013,Albania,4.548026,Upper Middle Income Country (World Bank Classification),26.459277536585365853658536585366,Balkans,Europe and Eurasia,14.0913596744186046511628
Trade and Investment,Commodity,6325,Food exports (percentage of merchandise exports),2014,Albania,3.002909,Upper Middle Income Country (World Bank Classification),33.671139880952380952380952380952,Balkans,Europe and Eurasia,14.541526
Trade and Investment,Commodity,6325,Food exports (percentage of merchandise exports),2015,Albania,5.643205,Upper Middle Income Country (World Bank Classification),25.8689653658536585365854,Balkans,Europe and Eurasia,14.570053186046511627907
Trade and Investment,Commodity,6325,Food exports (percentage of merchandise exports),2016,Albania,8.266016,Upper Middle Income Country (World Bank Classification),26.183275095238095238095238095238,Balkans,Europe and Eurasia,15.1510912093023255813953
Trade and Investment,Commodity,6325,Food exports (percentage of merchandise exports),2017,Albania,9.68598,Upper Middle Income Country (World Bank Classification),26.786957780487804878048780487805,Balkans,Europe and Eurasia,14.5400327441860465116279
Trade and Investment,Commodity,6325,Food exports (percentage of merchandise exports),2018,Albania,9.07472,Upper Middle Income Country (World Bank Classification),27.137410853658536585365853658537,Balkans,Europe and Eurasia,13.7194442325581395348837
Trade and Investment,Commodity,6325,Food exports (percentage of merchandise exports),2019,Albania,10.37574,Upper Middle Income Country (World Bank Classification),26.453903425,Balkans,Europe and Eurasia,14.421380186046511627907
Trade and Investment,Commodity,6325,Food exports (percentage of merchandise exports),2020,Albania,13.604513,Upper Middle Income Country (World Bank Classification),26.8297065,Balkans,Europe and Eurasia,15.6389506046511627906977
Trade and Investment,Commodity,6325,Food exports (percentage of merchandise exports),2021,Albania,10.853442,Upper Middle Income Country (World Bank Classification),26.991056026315789473684210526316,Balkans,Europe and Eurasia,14.3260357209302325581395
Trade and Investment,Commodity,6325,Food exports (percentage of merchandise exports),2022,Albania,8.584907,Upper Middle Income Country (World Bank Classification),25.9315010769230769230769,Balkans,Europe and Eurasia,14.1869831951219512195122
Hunger and Food Security,Food Production,6340,Food imports (percentage of merchandise imports),2012,Albania,17.306886,Upper Middle Income Country (World Bank Classification),13.340230951219512195122,Balkans,Europe and Eurasia,10.9352322790697674418605
Hunger and Food Security,Food Production,6340,Food imports (percentage of merchandise imports),2013,Albania,17.720987,Upper Middle Income Country (World Bank Classification),13.0465042439024390243902,Balkans,Europe and Eurasia,11.4780165348837209302326
Hunger and Food Security,Food Production,6340,Food imports (percentage of merchandise imports),2014,Albania,10.326556,Upper Middle Income Country (World Bank Classification),13.2437135476190476190476,Balkans,Europe and Eurasia,11.264662813953488372093
Hunger and Food Security,Food Production,6340,Food imports (percentage of merchandise imports),2015,Albania,14.497357,Upper Middle Income Country (World Bank Classification),13.793375175,Balkans,Europe and Eurasia,11.578984813953488372093
Hunger and Food Security,Food Production,6340,Food imports (percentage of merchandise imports),2016,Albania,14.149751,Upper Middle Income Country (World Bank Classification),14.7494788292682926829268,Balkans,Europe and Eurasia,11.6687317209302325581395
Hunger and Food Security,Food Production,6340,Food imports (percentage of merchandise imports),2017,Albania,14.858098,Upper Middle Income Country (World Bank Classification),14.4028939024390243902439,Balkans,Europe and Eurasia,11.3427939767441860465116
Hunger and Food Security,Food Production,6340,Food imports (percentage of merchandise imports),2018,Albania,14.043587,Upper Middle Income Country (World Bank Classification),13.5528758292682926829268,Balkans,Europe and Eurasia,10.7208026046511627906977
Hunger and Food Security,Food Production,6340,Food imports (percentage of merchandise imports),2019,Albania,14.947117,Upper Middle Income Country (World Bank Classification),13.50741535,Balkans,Europe and Eurasia,10.9282689767441860465116
Hunger and Food Security,Food Production,6340,Food imports (percentage of merchandise imports),2020,Albania,16.36733,Upper Middle Income Country (World Bank Classification),15.023669,Balkans,Europe and Eurasia,12.0118173255813953488372
Hunger and Food Security,Food Production,6340,Food imports (percentage of merchandise imports),2021,Albania,14.264673,Upper Middle Income Country (World Bank Classification),13.7457575789473684210526,Balkans,Europe and Eurasia,10.9291995116279069767442
Hunger and Food Security,Food Production,6340,Food imports (percentage of merchandise imports),2022,Albania,10.655857,Upper Middle Income Country (World Bank Classification),13.1329494615384615384615,Balkans,Europe and Eurasia,10.5103833170731707317073
Information and Communications Technology (ICT),Digital Economy,6432,"Computer, communications and other services (percentage of commercial service imports)",2012,Albania,7.874644,Upper Middle Income Country (World Bank Classification),30.708671104166666666666666666667,Balkans,Europe and Eurasia,40.946626955555555555555555555556
Information and Communications Technology (ICT),Digital Economy,6432,"Computer, communications and other services (percentage of commercial service imports)",2013,Albania,9.948117,Upper Middle Income Country (World Bank Classification),31.738982833333333333333333333333,Balkans,Europe and Eurasia,41.272953311111111111111111111111
Information and Communications Technology (ICT),Digital Economy,6432,"Computer, communications and other services (percentage of commercial service imports)",2014,Albania,8.92422,Upper Middle Income Country (World Bank Classification),33.248904375,Balkans,Europe and Eurasia,42.138209244444444444444444444444
Information and Communications Technology (ICT),Digital Economy,6432,"Computer, communications and other services (percentage of commercial service imports)",2015,Albania,9.887975,Upper Middle Income Country (World Bank Classification),32.706408416666666666666666666667,Balkans,Europe and Eurasia,42.709208066666666666666666666667
Information and Communications Technology (ICT),Digital Economy,6432,"Computer, communications and other services (percentage of commercial service imports)",2016,Albania,10.321195,Upper Middle Income Country (World Bank Classification),32.955372297872340425531914893617,Balkans,Europe and Eurasia,42.700280622222222222222222222222
Information and Communications Technology (ICT),Digital Economy,6432,"Computer, communications and other services (percentage of commercial service imports)",2017,Albania,10.213135,Upper Middle Income Country (World Bank Classification),31.450970340425531914893617021277,Balkans,Europe and Eurasia,41.854199866666666666666666666667
